1000,73
1001,73
1002,73
1003,73
1004,73
1005,73
1006,73
1007,73
1008,73
1009,73
1010,73
1011,79
1012,83
1013,68
1014,81
1015,81
1016,87
1017,91
1018,75
1019,85
1020,73
1021,45
1022,66
1023,64
1024,57
1025,58
1026,94
1027,86
1028,89
1029,73
1030,73
1031,52
1032,48
1033,52
1034,53
1035,68
1036,88
1037,73
1038,73
1039,73
1040,73
1041,73
1042,73
1043,73
1044,73
1045,73
1046,73
1047,73
1048,73
1049,73
1050,73
1051,68
1052,72
1053,69
1054,84
1055,62
1056,68
1057,64
1058,83
1059,76
1060,83
1061,36
1062,65
1063,53
1064,49
1065,60
1066,75
1067,55
1068,55
1069,56
1070,73
1071,95
1072,77
1073,70
1074,70
1075,85
1076,75
1077,98
1078,86
1079,77
1080,73
1081,80
1082,80
1083,75
1084,73
1085,73
1086,81
1087,85
1088,73
1089,73
1090,73
1091,64
1092,59
1093,60
1094,55
1095,46
1096,47
1097,64
1098,81
1099,73
1100,73
1101,73
1102,46
1103,56
1104,46
1105,73
1106,55
1107,60
1108,79
1109,78
1110,73
1111,74
1112,64
1113,77
1114,73
1115,75
1116,73
1117,73
1118,73
1119,73
1120,73
1121,80
1122,73
1123,73
1124,73
1125,73
1126,73
1127,85
1128,73
1129,73
1130,73
1131,71
1132,87
1133,73
1134,73
1135,77
1136,73
1137,73
1138,73
1139,73
1140,73
1141,76
1142,73
1143,73
1144,73
1145,81
1146,73
1147,73
1148,73
1149,73
1150,73
1151,76
1152,73
1153,92
1154,73
1155,73
1156,81
1157,73
1158,73
1159,73
1160,73
1161,76
1162,73
1163,73
1164,73
1165,76
1166,73
1167,73
1168,73
1169,73
1170,73
1171,81
1172,73
1173,73
1174,73
1175,82
1176,73
1177,73
1178,73
1179,73
1180,73
1181,89
1182,79
1183,74
1184,90
1185,77
1186,73
1187,87
1188,81
1189,88
1190,73
1191,84
1192,73
1193,73
1194,73
1195,73
1196,73
1197,73
1198,73
1199,73
1200,73
1201,73
1202,73
1203,73
1204,73
1205,73
1206,73
1207,73
1208,73
1209,73
1210,73
1211,78
1212,58
1213,91
1214,69
1215,81
1216,70
1217,89
1218,76
1219,73
1220,73
1221,74
1222,63
1223,67
1224,73
1225,73
1226,73
1227,73
1228,73
1229,73
1230,73
1231,81
1232,73
1233,73
1234,73
1235,73
1236,73
1237,73
1238,73
1239,73
1240,73
1241,73
1242,73
1243,79
1244,83
1245,73
1246,73
1247,73
1248,73
1249,73
1250,73
1251,83
1252,80
1253,73
1254,73
1255,73
1256,73
1257,73
1258,73
1259,73
1260,73
1261,85
1262,73
1263,73
1264,73
1265,73
1266,73
1267,73
1268,73
1269,73
1270,73
1271,78
1272,80
1273,71
1274,71
1275,74
1276,68
1277,85
1278,73
1279,73
1280,73
1281,73
1282,73
1283,73
1284,73
1285,73
1286,73
1287,73
1288,73
1289,73
1290,73
1291,73
1292,73
1293,73
1294,73
1295,73
1296,73
1297,73
1298,73
1299,73
1300,73
1301,73
1302,73
1303,73
1304,73
1305,73
1306,73
1307,73
1308,73
1309,73
1310,73
1311,78
1312,77
1313,77
1314,62
1315,69
1316,86
1317,70
1318,74
1319,94
1320,73
1321,81
1322,73
1323,72
1324,68
1325,77
1326,77
1327,73
1328,81
1329,73
1330,73
1331,73
1332,73
1333,69
1334,47
1335,79
1336,86
1337,73
1338,74
1339,83
1340,73
1341,73
1342,73
1343,98
1344,73
1345,73
1346,73
1347,73
1348,73
1349,73
1350,73
1351,90
1352,74
1353,55
1354,58
1355,69
1356,72
1357,72
1358,99
1359,97
1360,73
1361,73
1362,73
1363,84
1364,73
1365,73
1366,73
1367,73
1368,73
1369,73
1370,73
1371,73
1372,73
1373,73
1374,73
1375,73
1376,73
1377,73
1378,73
1379,73
1380,73
1381,77
1382,72
1383,80
1384,73
1385,73
1386,73
1387,73
1388,73
1389,73
1390,73
1391,88
1392,73
1393,87
1394,81
1395,73
1396,87
1397,73
1398,75
1399,81
1400,73
1401,86
1402,80
1403,69
1404,80
1405,91
1406,84
1407,73
1408,73
1409,73
1410,73
1411,80
1412,89
1413,73
1414,73
1415,73
1416,73
1417,73
1418,73
1419,73
1420,73
1421,70
1422,77
1423,86
1424,79
1425,73
1426,88
1427,84
1428,73
1429,73
1430,73
1431,70
1432,86
1433,81
1434,73
1435,74
1436,78
1437,73
1438,73
1439,73
1440,73
1441,68
1442,63
1443,56
1444,69
1445,65
1446,72
1447,74
1448,81
1449,73
1450,73
1451,82
1452,81
1453,73
1454,88
1455,73
1456,83
1457,73
1458,73
1459,73
1460,73
1461,74
1462,74
1463,77
1464,83
1465,73
1466,73
1467,73
1468,73
1469,73
1470,73
1471,81
1472,83
1473,79
1474,73
1475,81
1476,73
1477,73
1478,73
1479,73
1480,73
1481,73
1482,73
1483,79
1484,69
1485,73
1486,80
1487,73
1488,73
1489,73
1490,73
1491,73
1492,73
1493,73
1494,73
1495,73
1496,73
1497,73
1498,73
1499,73
1500,73
1501,66
1502,62
1503,50
1504,48
1505,60
1506,75
1507,81
1508,66
1509,73
1510,73
